transaction_id,transaction_date,product_id,warehouse_id,supplier_id,transaction_type,quantity,unit_price,data_issue
TXN08615,2023-11-08,PRD030,WH003,,Sale,-18,141.9,0
TXN08619,2023-11-08,PRD030,WH003,,Sale,-11,142.41,0
TXN00413,2023-11-09,PRD002,WH003,,Sale,-16,50.01,0
TXN01591,2023-11-09,PRD006,WH001,,Sale,-14,143.49,0
TXN02185,2023-11-09,PRD008,WH002,,Sale,-20,99.19,0
TXN03044,2023-11-09,PRD011,WH001,,Sale,-45,60.17,0
TXN03342,2023-11-09,PRD012,WH002,,Sale,-39,142.1,0
TXN03345,2023-11-09,PRD012,WH003,,Sale,-27,146.35,0
TXN03641,2023-11-09,PRD013,WH001,,Sale,-67,36.0,0
TXN03642,2023-11-09,PRD013,WH001,,Sale,-51,35.32,0
TXN04516,2023-11-09,PRD016,WH002,,Sale,-18,187.66,0
TXN04519,2023-11-09,PRD016,WH003,,Sale,-6,177.51,0
TXN04815,2023-11-09,PRD017,WH001,,Sale,-25,173.3,0
TXN05705,2023-11-09,PRD020,WH002,,Sale,-60,37.25,0
TXN06284,2023-11-09,PRD022,WH001,,Sale,-89,20.46,0
TXN06863,2023-11-09,PRD024,WH001,,Sale,-18,393.26,0
TXN06871,2023-11-09,PRD024,WH003,,Sale,-15,379.77,0
TXN07468,2023-11-09,PRD026,WH002,,Sale,-42,55.51,0
TXN07756,2023-11-09,PRD027,WH001,,Sale,-14,209.35,0
TXN08040,2023-11-09,PRD028,WH001,,Sale,-18,266.75,0
TXN08042,2023-11-09,PRD028,WH001,,Sale,-16,267.97,0
TXN08612,2023-11-09,PRD030,WH002,,Sale,-71,140.6,0
TXN01593,2023-11-10,PRD006,WH001,,Sale,-14,151.01,0
TXN01895,2023-11-10,PRD007,WH003,,Sale,-21,85.0,0
TXN02190,2023-11-10,PRD008,WH003,,Sale,-21,96.27,0
TXN02747,2023-11-10,PRD010,WH001,,Sale,-96,25.99,0
TXN02756,2023-11-10,PRD010,WH003,,Sale,-51,23.85,0
TXN05421,2023-11-10,PRD019,WH002,,Sale,-55,78.57,0
TXN05425,2023-11-10,PRD019,WH003,,Sale,-91,78.04,0
TXN05988,2023-11-10,PRD021,WH002,,Sale,-90,28.99,0
TXN05992,2023-11-10,PRD021,WH003,,Sale,-43,29.33,0
TXN06861,2023-11-10,PRD024,WH001,,Sale,-25,372.41,0
TXN06868,2023-11-10,PRD024,WH002,,Sale,-15,380.0,0
TXN07459,2023-11-10,PRD026,WH001,,Sale,-30,53.38,0
TXN08327,2023-11-10,PRD029,WH002,,Sale,-44,125.82,0
TXN00412,2023-11-11,PRD002,WH003,,Sale,-27,49.81,0
TXN01602,2023-11-11,PRD006,WH003,,Sale,-14,150.47,0
TXN01896,2023-11-11,PRD007,WH003,,Sale,-12,83.42,0
TXN03653,2023-11-11,PRD013,WH003,,Sale,0,34.74,1
TXN06282,2023-11-11,PRD022,WH001,,Sale,-84,20.01,0
TXN06568,2023-11-11,PRD023,WH002,,Sale,-61,21.61,0
TXN07168,2023-11-11,PRD025,WH003,,Sale,-21,137.78,0
TXN07760,2023-11-11,PRD027,WH002,,Sale,-14,230.0,0
TXN00702,2023-11-12,PRD003,WH001,,Sale,-44,125.31,0
TXN01885,2023-11-12,PRD007,WH001,,Sale,-49,85.1,0
TXN02463,2023-11-12,PRD009,WH003,,Sale,-53,19.8,0
TXN02465,2023-11-12,PRD009,WH003,,Sale,-81,20.97,0
TXN03340,2023-11-12,PRD012,WH002,,Sale,-43,149.84,0
TXN03648,2023-11-12,PRD013,WH002,,Sale,-67,34.06,0
TXN04247,2023-11-12,PRD015,WH002,,Sale,-73,50.05,0
TXN05138,2023-11-12,PRD018,WH003,,Sale,-11,250.5,0
TXN06292,2023-11-12,PRD022,WH003,,Sale,-89,20.85,0
TXN07466,2023-11-12,PRD026,WH002,,Sale,-28,52.4,0
TXN02748,2023-11-13,PRD010,WH001,,Sale,-143,25.77,0
TXN03647,2023-11-13,PRD013,WH002,,Sale,-62,33.61,0
TXN05129,2023-11-13,PRD018,WH001,,Sale,-45,240.66,0
TXN05984,2023-11-13,PRD021,WH001,,Sale,-67,27.7,0
TXN06860,2023-11-13,PRD024,WH001,,Sale,-26,363.3,0
TXN07762,2023-11-13,PRD027,WH003,,Sale,-10,230.39,0
TXN08045,2023-11-13,PRD028,WH002,,Sale,-18,260.86,0
TXN08326,2023-11-13,PRD029,WH002,,Sale,-49,117.64,0
TXN00118,2023-11-14,PRD001,WH002,,Sale,-63,28.93,0
TXN01304,2023-11-14,PRD005,WH003,,Sale,-32,67.72,0
TXN01893,2023-11-14,PRD007,WH003,,Sale,-20,83.67,0
TXN01894,2023-11-14,PRD007,WH003,,Sale,-25,80.9,0
TXN02189,2023-11-14,PRD008,WH003,,Sale,-16,94.12,0
TXN03958,2023-11-14,PRD014,WH003,,Sale,-13,99.77,0
TXN04821,2023-11-14,PRD017,WH002,,Sale,-41,166.48,0
TXN05136,2023-11-14,PRD018,WH003,,Sale,-16,252.78,0
TXN05708,2023-11-14,PRD020,WH003,,Sale,-118,36.96,0
TXN07166,2023-11-14,PRD025,WH002,,Sale,-44,131.05,0
TXN00713,2023-11-15,PRD003,WH003,,Sale,-13,132.44,0
TXN00715,2023-11-15,PRD003,WH003,,Sale,-16,132.48,0
TXN01603,2023-11-15,PRD006,WH003,,Sale,-11,149.21,0
TXN01882,2023-11-15,PRD007,WH001,,Sale,-63,83.07,0
TXN02187,2023-11-15,PRD008,WH002,,Sale,-22,92.5,0
TXN02191,2023-11-15,PRD008,WH003,,Adjustment,-14,60.0,0
TXN02749,2023-11-15,PRD010,WH001,,Sale,-112,25.74,0
TXN03050,2023-11-15,PRD011,WH003,,Sale,-33,56.5,0
TXN03339,2023-11-15,PRD012,WH002,,Sale,-37,147.82,0
TXN03348,2023-11-15,PRD012,WH003,,Sale,-16,148.65,0
TXN04250,2023-11-15,PRD015,WH003,,Sale,-30,47.41,0
TXN05131,2023-11-15,PRD018,WH002,,Sale,-21,237.95,0
TXN05417,2023-11-15,PRD019,WH001,,Sale,-76,76.66,0
TXN06867,2023-11-15,PRD024,WH002,,Sale,-10,387.55,0
TXN07163,2023-11-15,PRD025,WH001,,Sale,-40,138.18,0
TXN08616,2023-11-15,PRD030,WH003,,Sale,-13,140.33,0
TXN00113,2023-11-16,PRD001,WH001,,Sale,-255,27.48,0
TXN00707,2023-11-16,PRD003,WH002,,Sale,-28,131.8,0
TXN01598,2023-11-16,PRD006,WH002,,Sale,-6,144.13,0
TXN02758,2023-11-16,PRD010,WH003,,Sale,-27,25.27,0
TXN03042,2023-11-16,PRD011,WH001,,Sale,-46,60.32,0
TXN03051,2023-11-16,PRD011,WH003,,Sale,-52,58.0,0
TXN05699,2023-11-16,PRD020,WH001,,Sale,-148,38.37,0
TXN05987,2023-11-16,PRD021,WH002,,Sale,-48,29.06,0
TXN06565,2023-11-16,PRD023,WH001,,Sale,-200,20.92,0
TXN06569,2023-11-16,PRD023,WH002,,Sale,-70,22.27,0
TXN07471,2023-11-16,PRD026,WH003,,Sale,-19,57.31,0
TXN00710,2023-11-17,PRD003,WH002,,Sale,-16,132.31,0
TXN01600,2023-11-17,PRD006,WH002,,Sale,0,152.4,1
TXN01883,2023-11-17,PRD007,WH001,,Sale,-60,88.77,0
TXN02751,2023-11-17,PRD010,WH002,,Sale,-73,23.98,0
TXN03951,2023-11-17,PRD014,WH002,,Sale,-14,101.44,0
TXN05703,2023-11-17,PRD020,WH002,,Sale,-91,38.61,0
TXN05991,2023-11-17,PRD021,WH003,,Sale,-65,27.18,0
TXN06573,2023-11-17,PRD023,WH003,,Sale,-59,22.49,0
TXN00116,2023-11-18,PRD001,WH002,,Sale,-57,29.23,0
TXN00123,2023-11-18,PRD001,WH003,,Sale,-27,28.37,0
TXN00404,2023-11-18,PRD002,WH001,,Sale,-73,49.18,0
TXN00408,2023-11-18,PRD002,WH002,,Sale,-41,51.1,0
TXN00997,2023-11-18,PRD004,WH001,,Sale,-45,140.48,0
TXN00998,2023-11-18,PRD004,WH001,,Sale,-43,138.02,0
TXN01002,2023-11-18,PRD004,WH002,,Sale,-22,145.59,0
TXN01884,2023-11-18,PRD007,WH001,,Sale,-43,85.88,0
TXN01892,2023-11-18,PRD007,WH003,,Sale,-16,84.98,0
TXN02459,2023-11-18,PRD009,WH002,,Sale,-144,20.74,0
TXN02460,2023-11-18,PRD009,WH002,,Sale,-130,19.38,0
TXN02757,2023-11-18,PRD010,WH003,,Sale,-43,24.72,0
TXN04243,2023-11-18,PRD015,WH001,,Sale,-59,45.92,0
TXN04515,2023-11-18,PRD016,WH002,,Sale,-14,179.41,0
TXN05127,2023-11-18,PRD018,WH001,,Sale,-47,244.84,0
TXN05415,2023-11-18,PRD019,WH001,,Sale,-71,73.82,0
TXN06866,2023-11-18,PRD024,WH002,,Sale,-14,369.87,0
TXN07462,2023-11-18,PRD026,WH001,,Sale,-55,53.89,0
TXN01592,2023-11-19,PRD006,WH001,,Sale,-8,151.36,0
TXN01594,2023-11-19,PRD006,WH001,,Sale,-9,146.04,0
TXN02456,2023-11-19,PRD009,WH001,,Sale,-126,19.8,0
TXN03347,2023-11-19,PRD012,WH003,,Sale,-26,151.42,0
TXN03654,2023-11-19,PRD013,WH003,,Sale,-22,35.67,0
TXN04512,2023-11-19,PRD016,WH001,,Sale,-15,186.85,0
TXN05133,2023-11-19,PRD018,WH002,,Sale,-26,259.96,0
TXN06290,2023-11-19,PRD022,WH002,,Sale,-104,19.17,0
TXN08039,2023-11-19,PRD028,WH001,,Sale,-14,275.32,0
TXN08041,2023-11-19,PRD028,WH001,,Sale,-19,257.75,0
TXN00114,2023-11-20,PRD001,WH001,,Sale,-185,29.12,0
TXN00407,2023-11-20,PRD002,WH002,,Sale,-70,49.69,0
TXN01293,2023-11-20,PRD005,WH001,,Sale,-67,67.55,0
TXN04513,2023-11-20,PRD016,WH001,,Sale,-27,192.0,0
TXN04814,2023-11-20,PRD017,WH001,,Sale,-35,175.0,0
TXN04819,2023-11-20,PRD017,WH002,,Sale,-45,170.0,0
TXN07472,2023-11-20,PRD026,WH003,,Sale,-16,53.5,0
TXN07474,2023-11-20,PRD026,WH003,,Sale,-21,57.49,0
TXN00406,2023-11-21,PRD002,WH002,,Sale,-75,50.62,0
TXN00708,2023-11-21,PRD003,WH002,,Sale,-16,126.73,0
TXN01599,2023-11-21,PRD006,WH002,,Sale,-9,154.8,0
TXN02753,2023-11-21,PRD010,WH002,,Sale,-106,25.55,0
TXN03650,2023-11-21,PRD013,WH003,,Sale,-24,36.44,0
TXN06285,2023-11-21,PRD022,WH001,,Sale,-69,19.9,0
TXN06865,2023-11-21,PRD024,WH002,,Sale,-17,375.96,0
TXN06869,2023-11-21,PRD024,WH002,,Sale,-13,382.91,0
TXN07473,2023-11-21,PRD026,WH003,,Sale,-25,54.14,0
TXN08050,2023-11-21,PRD028,WH003,,Sale,-9,272.01,0
TXN08331,2023-11-21,PRD029,WH003,,Sale,-28,114.66,0
TXN00121,2023-11-22,PRD001,WH003,,Sale,-33,29.12,0
TXN00402,2023-11-22,PRD002,WH001,,Sale,0,48.01,1
TXN00410,2023-11-22,PRD002,WH003,,Sale,-18,51.42,0
TXN00704,2023-11-22,PRD003,WH001,,Sale,-62,128.4,0
TXN01001,2023-11-22,PRD004,WH002,,Sale,-14,140.83,0
TXN02455,2023-11-22,PRD009,WH001,,Sale,-177,19.2,0
TXN03043,2023-11-22,PRD011,WH001,,Sale,-64,58.0,0
TXN03640,2023-11-22,PRD013,WH001,,Sale,-62,36.67,0
TXN04523,2023-11-22,PRD016,WH003,,Sale,-7,176.29,0
TXN04824,2023-11-22,PRD017,WH003,,Sale,-26,176.02,0
TXN05137,2023-11-22,PRD018,WH003,,Sale,-19,244.5,0
TXN05420,2023-11-22,PRD019,WH002,,Sale,-83,72.28,0
TXN05706,2023-11-22,PRD020,WH002,,Sale,-66,37.34,0
TXN05985,2023-11-22,PRD021,WH001,,Sale,-35,27.68,0
TXN06289,2023-11-22,PRD022,WH002,,Sale,-159,19.13,0
TXN06862,2023-11-22,PRD024,WH001,,Sale,-15,398.72,0
TXN07461,2023-11-22,PRD026,WH001,,Sale,-32,54.76,0
TXN07754,2023-11-22,PRD027,WH001,,Sale,-19,223.14,0
TXN08324,2023-11-22,PRD029,WH001,,Sale,-100,118.28,0
TXN00124,2023-11-23,PRD001,WH003,,Sale,-31,29.27,0
TXN00403,2023-11-23,PRD002,WH001,,Sale,-100,51.19,0
TXN01299,2023-11-23,PRD005,WH002,,Sale,-42,70.91,0
TXN01888,2023-11-23,PRD007,WH002,,Sale,-47,81.33,0
TXN02461,2023-11-23,PRD009,WH002,,Sale,-167,19.64,0
TXN03041,2023-11-23,PRD011,WH001,,Sale,-40,57.85,0
TXN03048,2023-11-23,PRD011,WH002,,Sale,-104,56.56,0
TXN03652,2023-11-23,PRD013,WH003,,Sale,-14,36.37,0
TXN05128,2023-11-23,PRD018,WH001,,Sale,-45,238.63,0
TXN05139,2023-11-23,PRD018,WH003,,Sale,-21,250.42,0
TXN05709,2023-11-23,PRD020,WH003,,Sale,-56,36.41,0
TXN06293,2023-11-23,PRD022,WH003,,Sale,-109,19.22,0
TXN06571,2023-11-23,PRD023,WH002,,Sale,-55,21.77,0
TXN07162,2023-11-23,PRD025,WH001,,Sale,-45,139.48,0
TXN08046,2023-11-23,PRD028,WH002,,Sale,-26,253.04,0
TXN00701,2023-11-24,PRD003,WH001,,Sale,-32,133.84,0
TXN01292,2023-11-24,PRD005,WH001,,Sale,-88,69.17,0
TXN01295,2023-11-24,PRD005,WH001,,Sale,-60,70.91,0
TXN04520,2023-11-24,PRD016,WH003,,Sale,-10,183.28,0
TXN04521,2023-11-24,PRD016,WH003,,Sale,-7,185.45,0
TXN05989,2023-11-24,PRD021,WH002,,Sale,-55,28.96,0
TXN06286,2023-11-24,PRD022,WH001,,Sale,-127,19.7,0
TXN07759,2023-11-24,PRD027,WH002,,Sale,-20,215.61,0
TXN08047,2023-11-24,PRD028,WH002,,Sale,-32,276.67,0
TXN00420,2023-11-27,PRD002,WH002,,Sale,-31,49.57,0
TXN00427,2023-11-27,PRD002,WH003,,Sale,-39,48.78,0
TXN00721,2023-11-27,PRD003,WH002,,Sale,-29,134.54,0
TXN01016,2023-11-27,PRD004,WH003,,Sale,-10,133.53,0
TXN04830,2023-11-27,PRD017,WH002,,Sale,-40,180.34,0
TXN05711,2023-11-27,PRD020,WH001,,Sale,-104,38.92,0
TXN06004,2023-11-27,PRD021,WH003,,Sale,-25,29.0,0
TXN06298,2023-11-27,PRD022,WH002,,Sale,-48,19.79,0
TXN06884,2023-11-27,PRD024,WH003,,Sale,-10,370.3,0
TXN08621,2023-11-27,PRD030,WH001,,Sale,-60,140.31,0
TXN08622,2023-11-27,PRD030,WH002,,Sale,-57,142.69,0
TXN01902,2023-11-28,PRD007,WH002,,Sale,-33,84.08,0
TXN03667,2023-11-28,PRD013,WH003,,Sale,-25,35.36,0
TXN03962,2023-11-28,PRD014,WH001,,Sale,-25,103.83,0
TXN03968,2023-11-28,PRD014,WH002,,Sale,-13,100.25,0
TXN07172,2023-11-28,PRD025,WH001,,Sale,-30,129.15,0
TXN07475,2023-11-28,PRD026,WH001,,Sale,-71,54.36,0
TXN08625,2023-11-28,PRD030,WH003,,Sale,-53,139.6,0
TXN00417,2023-11-29,PRD002,WH001,,Sale,-51,51.32,0
TXN01316,2023-11-29,PRD005,WH003,,Sale,-80,67.97,0
TXN01606,2023-11-29,PRD006,WH001,,Sale,-10,151.24,0
TXN02193,2023-11-29,PRD008,WH001,,Sale,-29,98.29,0
TXN03352,2023-11-29,PRD012,WH001,,Sale,-66,140.43,0
TXN03969,2023-11-29,PRD014,WH003,,Sale,-8,103.14,0
TXN04257,2023-11-29,PRD015,WH002,,Sale,-68,50.34,0
TXN04530,2023-11-29,PRD016,WH002,,Sale,-15,181.51,0
TXN04829,2023-11-29,PRD017,WH002,,Sale,-44,180.43,0
TXN05147,2023-11-29,PRD018,WH002,,Sale,-60,245.37,0
TXN05428,2023-11-29,PRD019,WH001,,Sale,-65,77.23,0
TXN06003,2023-11-29,PRD021,WH003,,Sale,-26,28.09,0
TXN07771,2023-11-29,PRD027,WH003,,Sale,-7,230.83,0
TXN08058,2023-11-29,PRD028,WH002,,Sale,-17,276.05,0
TXN08059,2023-11-29,PRD028,WH002,,Sale,-16,268.22,0
TXN08065,2023-11-29,PRD028,WH003,,Sale,-9,258.42,0
TXN00132,2023-11-30,PRD001,WH003,,Sale,-101,27.88,0
TXN00423,2023-11-30,PRD002,WH002,,Sale,-24,51.7,0
TXN01899,2023-11-30,PRD007,WH002,,Sale,-41,85.59,0
TXN02470,2023-11-30,PRD009,WH002,,Sale,-73,19.96,0
TXN02761,2023-11-30,PRD010,WH001,,Sale,-50,24.89,0
TXN03355,2023-11-30,PRD012,WH002,,Sale,-34,144.58,0
TXN03662,2023-11-30,PRD013,WH002,,Sale,-25,35.75,0
TXN03970,2023-11-30,PRD014,WH003,,Sale,-8,102.63,0
TXN05145,2023-11-30,PRD018,WH001,,Sale,-20,251.86,0
TXN05721,2023-11-30,PRD020,WH003,,Sale,-43,39.81,0
TXN06002,2023-11-30,PRD021,WH002,,Sale,-46,26.88,0
TXN06882,2023-11-30,PRD024,WH003,,Sale,0,375.96,1
TXN08333,2023-11-30,PRD029,WH001,,Sale,-58,125.49,0
TXN00717,2023-12-01,PRD003,WH001,,Sale,-88,128.03,0
TXN01905,2023-12-01,PRD007,WH003,,Sale,-18,87.86,0
TXN02192,2023-12-01,PRD008,WH001,,Sale,-35,93.14,0
TXN02468,2023-12-01,PRD009,WH001,,Sale,-177,20.0,0
TXN03353,2023-12-01,PRD012,WH002,,Sale,-64,147.68,0
TXN03358,2023-12-01,PRD012,WH003,,Sale,-15,142.37,0
TXN03964,2023-12-01,PRD014,WH002,,Sale,-9,96.02,0
TXN05714,2023-12-01,PRD020,WH002,,Sale,-67,38.51,0
TXN05993,2023-12-01,PRD021,WH001,,Sale,-79,27.26,0
TXN05997,2023-12-01,PRD021,WH001,,Sale,-67,26.84,0
TXN07765,2023-12-01,PRD027,WH001,,Sale,-30,213.85,0
TXN01010,2023-12-02,PRD004,WH001,,Sale,-42,143.91,0
TXN01310,2023-12-02,PRD005,WH001,,Sale,-41,68.91,0
TXN03350,2023-12-02,PRD012,WH001,,Sale,-79,144.43,0
TXN04253,2023-12-02,PRD015,WH001,,Sale,-54,45.76,0
TXN04258,2023-12-02,PRD015,WH003,,Sale,-40,49.91,0
TXN05429,2023-12-02,PRD019,WH001,,Sale,-85,72.24,0
TXN05715,2023-12-02,PRD020,WH002,,Sale,-54,37.72,0
TXN05719,2023-12-02,PRD020,WH003,,Sale,-59,38.69,0
TXN07479,2023-12-02,PRD026,WH002,,Sale,-24,53.79,0
TXN08057,2023-12-02,PRD028,WH001,,Sale,-17,252.86,0
TXN03351,2023-12-03,PRD012,WH001,,Sale,-91,150.55,0
TXN06875,2023-12-03,PRD024,WH001,,Sale,-15,396.73,0
TXN07480,2023-12-03,PRD026,WH002,,Sale,-30,52.36,0
TXN07769,2023-12-03,PRD027,WH002,,Sale,-7,217.57,0
TXN01020,2023-12-04,PRD004,WH003,,Sale,-15,142.71,0
TXN02195,2023-12-04,PRD008,WH002,,Sale,-14,95.36,0
TXN02471,2023-12-04,PRD009,WH002,,Sale,-78,19.42,0
TXN03357,2023-12-04,PRD012,WH003,,Sale,-19,148.81,0
TXN03971,2023-12-04,PRD014,WH003,,Sale,-10,97.39,0
TXN04833,2023-12-04,PRD017,WH003,,Sale,-20,183.21,0
TXN06295,2023-12-04,PRD022,WH001,,Sale,-155,19.73,0
TXN06296,2023-12-04,PRD022,WH002,,Sale,-74,20.41,0
TXN06877,2023-12-04,PRD024,WH001,,Sale,-22,386.41,0
TXN01012,2023-12-05,PRD004,WH002,,Sale,-17,135.93,0
TXN01311,2023-12-05,PRD005,WH002,,Sale,-50,70.74,0
TXN01315,2023-12-05,PRD005,WH003,,Sale,-52,73.08,0
TXN02199,2023-12-05,PRD008,WH003,,Sale,-21,95.93,0
TXN02764,2023-12-05,PRD010,WH002,,Sale,-147,26.22,0
TXN03661,2023-12-05,PRD013,WH002,,Sale,-41,36.69,0
TXN04834,2023-12-05,PRD017,WH003,,Sale,-13,169.59,0
TXN06583,2023-12-05,PRD023,WH003,,Sale,-40,20.94,0
TXN07476,2023-12-05,PRD026,WH001,,Sale,-114,55.0,0
TXN07773,2023-12-05,PRD027,WH003,,Sale,-10,219.6,0
TXN00424,2023-12-06,PRD002,WH003,,Sale,-25,52.09,0
TXN00720,2023-12-06,PRD003,WH002,,Sale,-22,124.08,0
TXN01306,2023-12-06,PRD005,WH001,,Sale,-65,69.75,0
TXN01604,2023-12-06,PRD006,WH001,,Sale,-17,156.28,0
TXN02762,2023-12-06,PRD010,WH001,,Sale,-61,24.15,0
TXN03961,2023-12-06,PRD014,WH001,,Sale,-14,98.24,0
TXN04826,2023-12-06,PRD017,WH001,,Sale,-38,172.82,0
TXN04836,2023-12-06,PRD017,WH003,,Sale,-14,179.6,0
TXN06001,2023-12-06,PRD021,WH002,,Sale,-47,28.4,0
TXN06005,2023-12-06,PRD021,WH003,,Sale,-25,27.23,0
TXN06576,2023-12-06,PRD023,WH001,,Sale,-204,22.51,0
TXN06580,2023-12-06,PRD023,WH002,,Sale,-126,21.2,0
TXN01308,2023-12-07,PRD005,WH001,,Sale,-77,69.45,0
TXN01904,2023-12-07,PRD007,WH003,,Sale,-24,81.27,0
TXN02474,2023-12-07,PRD009,WH002,,Sale,-109,20.81,0
TXN02478,2023-12-07,PRD009,WH003,,Sale,-64,20.74,0
TXN04256,2023-12-07,PRD015,WH002,,Sale,-83,46.08,0
TXN04825,2023-12-07,PRD017,WH001,,Sale,-52,183.43,0
TXN05152,2023-12-07,PRD018,WH003,,Sale,-15,254.51,0
TXN05718,2023-12-07,PRD020,WH002,,Sale,-79,38.21,0
TXN06579,2023-12-07,PRD023,WH002,,Sale,-103,21.27,0
TXN07179,2023-12-07,PRD025,WH003,,Sale,-15,129.19,0
TXN08060,2023-12-07,PRD028,WH002,,Sale,-33,266.59,0
TXN00415,2023-12-08,PRD002,WH001,,Sale,-57,50.27,0
TXN00421,2023-12-08,PRD002,WH002,,Sale,-33,48.68,0
TXN00422,2023-12-08,PRD002,WH002,,Sale,-48,48.62,0
TXN00727,2023-12-08,PRD003,WH003,SUP001,Return,19,68.0,0
TXN01017,2023-12-08,PRD004,WH003,,Sale,-9,146.3,0
TXN02763,2023-12-08,PRD010,WH001,,Sale,-79,24.63,0
TXN03354,2023-12-08,PRD012,WH002,,Sale,-64,137.82,0
TXN03656,2023-12-08,PRD013,WH001,,Sale,-99,34.09,0
TXN03966,2023-12-08,PRD014,WH002,,Sale,-16,98.38,0
TXN04828,2023-12-08,PRD017,WH001,,Sale,-80,183.65,0
TXN05142,2023-12-08,PRD018,WH001,,Sale,-30,237.66,0
TXN05717,2023-12-08,PRD020,WH002,,Sale,-51,38.21,0
TXN08332,2023-12-08,PRD029,WH001,,Sale,-57,116.57,0
TXN00128,2023-12-09,PRD001,WH001,,Sale,-158,27.98,0
TXN00725,2023-12-09,PRD003,WH003,,Sale,-21,131.69,0
TXN01309,2023-12-09,PRD005,WH001,,Sale,-63,72.44,0
TXN01611,2023-12-09,PRD006,WH003,,Sale,-12,151.88,0
TXN01612,2023-12-09,PRD006,WH003,,Sale,-11,148.22,0
TXN02200,2023-12-09,PRD008,WH003,,Sale,-16,99.74,0
TXN02767,2023-12-09,PRD010,WH003,,Sale,-63,24.77,0
TXN03359,2023-12-09,PRD012,WH003,,Sale,-28,148.96,0
TXN03974,2023-12-09,PRD014,WH001,SUP002,Return,9,52.0,0
TXN04525,2023-12-09,PRD016,WH001,,Sale,-28,181.93,0
TXN05436,2023-12-09,PRD019,WH003,,Sale,-77,73.72,0
TXN05996,2023-12-09,PRD021,WH001,,Sale,-69,28.13,0
TXN06000,2023-12-09,PRD021,WH002,,Sale,-33,28.45,0
TXN06578,2023-12-09,PRD023,WH002,,Sale,-73,22.65,0
TXN07481,2023-12-09,PRD026,WH003,,Sale,-39,55.84,0
TXN00724,2023-12-10,PRD003,WH003,,Sale,-21,135.96,0
TXN01015,2023-12-10,PRD004,WH002,,Sale,-20,141.87,0
TXN01314,2023-12-10,PRD005,WH002,,Sale,-59,67.67,0
TXN03053,2023-12-10,PRD011,WH001,,Sale,-50,56.61,0
TXN04527,2023-12-10,PRD016,WH002,,Sale,-13,192.71,0
TXN05153,2023-12-10,PRD018,WH002,SUP004,Return,27,156.0,0
TXN05427,2023-12-10,PRD019,WH001,,Sale,-45,74.93,0
TXN06297,2023-12-10,PRD022,WH002,,Sale,-54,20.18,0
TXN06584,2023-12-10,PRD023,WH003,,Sale,-28,21.94,0
TXN06881,2023-12-10,PRD024,WH002,,Sale,-20,364.65,0
TXN07173,2023-12-10,PRD025,WH002,,Sale,-16,134.02,0
TXN07767,2023-12-10,PRD027,WH002,,Sale,-9,224.34,0
TXN07770,2023-12-10,PRD027,WH002,,Sale,-15,223.24,0
TXN08055,2023-12-10,PRD028,WH001,,Sale,-27,266.34,0
TXN00426,2023-12-11,PRD002,WH003,,Sale,-40,50.58,0
TXN01009,2023-12-11,PRD004,WH001,,Sale,-51,135.01,0
TXN01312,2023-12-11,PRD005,WH002,,Sale,-56,71.97,0
TXN02197,2023-12-11,PRD008,WH002,,Sale,-13,99.38,0
TXN05151,2023-12-11,PRD018,WH003,,Sale,-9,239.27,0
TXN07766,2023-12-11,PRD027,WH002,,Sale,-13,225.02,0
TXN08056,2023-12-11,PRD028,WH001,,Sale,-28,266.18,0
TXN08624,2023-12-11,PRD030,WH003,,Sale,-26,142.08,0
TXN01898,2023-12-12,PRD007,WH001,,Sale,-93,84.41,0
TXN01901,2023-12-12,PRD007,WH002,,Sale,-44,85.53,0
TXN02475,2023-12-12,PRD009,WH003,,Sale,-46,20.9,0
TXN02766,2023-12-12,PRD010,WH003,,Sale,-77,23.85,0
TXN03657,2023-12-12,PRD013,WH001,,Sale,-106,36.18,0
TXN04259,2023-12-12,PRD015,WH003,,Sale,0,46.12,1
TXN06300,2023-12-12,PRD022,WH002,,Sale,-69,20.4,0
TXN07177,2023-12-12,PRD025,WH003,,Sale,-16,138.43,0
TXN07482,2023-12-12,PRD026,WH003,,Sale,-43,54.09,0
TXN08063,2023-12-12,PRD028,WH003,,Sale,-9,255.98,0
TXN08064,2023-12-12,PRD028,WH003,,Sale,-11,257.13,0
TXN08337,2023-12-12,PRD029,WH002,,Sale,-32,122.61,0
TXN00418,2023-12-13,PRD002,WH001,,Sale,-70,48.24,0
TXN01607,2023-12-13,PRD006,WH001,,Sale,-12,148.56,0
TXN03062,2023-12-13,PRD011,WH003,,Sale,-24,56.41,0
TXN03660,2023-12-13,PRD013,WH002,,Sale,-29,34.4,0
TXN03666,2023-12-13,PRD013,WH003,,Sale,-20,36.3,0
TXN04524,2023-12-13,PRD016,WH001,,Sale,-49,192.85,0
TXN05426,2023-12-13,PRD019,WH001,,Sale,-63,74.81,0
TXN05431,2023-12-13,PRD019,WH002,,Sale,-62,75.26,0
TXN05437,2023-12-13,PRD019,WH003,,Sale,-54,76.29,0
TXN06007,2023-12-13,PRD021,WH003,,Sale,-30,28.86,0
TXN07176,2023-12-13,PRD025,WH002,,Sale,-14,132.85,0
TXN01608,2023-12-14,PRD006,WH002,,Sale,-11,150.0,0
TXN01609,2023-12-14,PRD006,WH002,,Sale,-12,154.81,0
TXN01900,2023-12-14,PRD007,WH002,,Sale,-41,86.58,0
TXN02196,2023-12-14,PRD008,WH002,,Sale,-18,94.54,0
